|Unnamed: 0|Unnamed: 0.1|id|type|date|abstract|title|kind|num_claims|withdrawn|aia
8436|983887|6090956|9611727|utility|2017-04-04|An apparatus and method is provided for fracturing a well in a hydrocarbon bearing formation. The apparatus can include a valve subassembly that is assembled with sections of casing pipe to form a well casing for the well. The valve subassembly includes a sliding piston that is pinned in place to seal off ports that provide communication between the interior of the well casing and a production zone of the formation. A dart can be inserted into the well casing and propelled by pressurized fracturing fluid until the dart reaches the valve subassembly to plug off the well casing below the valve subassembly. The force of the fracturing fluid against the dart forces the piston downwards to shear off the pins and open the ports. The fracturing fluid can then exit the ports to fracture the production zone of the formation.|Apparatus and method for fracturing a well|B2|7|0.0|1
4158|2545743|2983369|6489118|utility|2002-12-03|Isolated nucleic acids encoding allergens of Canis familiaris, Canf I or Can f II, are disclosed. A cDNA encoding a peptide having a Can f I activity and a predicted molecular weight of about 19,200 daltons is also described. A cDNA encoding a peptide having Can f II activity and a predicted molecular weight of about 18,200 daltons is also disclosed. The nucleic acids can be used as probes to detect the presence of Can f I or Can f II nucleic acid in a sample or for the recombinant production of petides having a Can f I or Can f II activity. Peptides having a Can f I or Can f II activity can be used in compositions suitable for pharmaceutical administration or methods of diagnosing sensitivity to dog dander.|Allergenic proteins and peptides from dog dander and uses therefor|B2|4|0.0|0
10391|157561|5264630|8780106|utility|2014-07-15|A computer is used to create a plan for repositioning an orthodontic patient's teeth. The computer receives an initial digital data set representing the patient's teeth at their initial positions and a final digital data set representing the teeth at their final positions. The computer then uses the data sets to generate treatment paths along which teeth will move from the initial positions to the final positions.|Clinician review of an orthodontic treatment plan and appliance|B2|13|0.0|0
5375|4851658|6658767|D425229|design|2000-05-16||Twist lamp|S|1|0.0|0
6500|2821959|3259585|6766259|utility|2004-07-20|A system and a method are provided for detecting fiber damage in a dialyzer. The system may have a device which may transmit a gas into an interior of a fiber within a dialyzer. The temperature of the gas may be different than a temperature of the dialyzer. A thermal imaging camera may detect a temperature difference at a surface of the fiber where the gas may be escaping. The thermal imaging camera may be connected to a monitor which enables a user to view a location of the difference in temperature. As a result, the user may locate the damaged area of the fiber. The user may then repair the damaged area.|System and a method for detecting fiber damage in a dialyzer|B2|20|0.0|0
2336|4158618|4596244|8108492|utility|2012-01-31|The present invention provides a method and apparatus for providing real-time, two-way transactional capabilities on the Web. Specifically, one embodiment of the present invention discloses a method for enabling object routing, the method comprising the steps of creating a virtual information store containing information entries and attributes associating each of the information entries and the attributes with an object identity, and assigning a unique network address to each of the object identities. A method is also disclosed for enabling service management of the value-added network service, to perform OAM&P functions on the services network.|Web application network portal|B2|13|0.0|1
10592|813862|5920931|9440618|utility|2016-09-13|A vehicle opening monitoring device for monitors and indicates the presence of unclosed openings of a vehicle when the vehicle is being locked. The device includes a vehicle having a plurality of openings. Each of the openings has a closed position and an open position. A vehicle locking assembly is coupled to the vehicle for locking doors of the vehicle. Each of a plurality of monitors detects when an associated one of the openings is in the closed position. Each monitor is communicatively coupled to a processor operationally coupled to the vehicle locking assembly. The processor allows locking of the vehicle locking assembly when the monitors detect all the openings are in the closed position.|Vehicle opening monitoring device|B2|9|0.0|0
569|2390823|2828449|6333624|utility|2001-12-25| A switching power supply (30) receives an AC voltage at a primary side of a transformer (36) and converts it to a regulated DC output voltage at the secondary side of the transformer (36). The switching power supply (30) includes a voltage regulation compensation circuit (52) to monitor the transformers primary side providing a reference signal V.sub.REF related to the transformers secondary side. Signal V.sub.COMP is a current reference signal representative of the primary side inductor current flowing through the emitter of a power transistor (38). V.sub.COMP is fed into a sample and hold circuit (70) and amplified to a DC level proportional to the peak level of the inductor current of the power transistor (38). The output of the sample and hold circuit (70) is fed to two inputs of a multiplier circuit (82) where the output thereof is a square of the two inputs fed to a k-factor circuit (83). |Circuit and method for a switching power supply with primary side transformer sensing|A|30|0.0|1
8247|396243|5503312|9020320|utility|2015-04-28|High-connection density and bandwidth fiber optic apparatuses and related equipment and methods are disclosed. In certain embodiments, fiber optic apparatuses are provided and comprise a chassis defining one or more U space fiber optic equipment units. At least one of the one or more U space fiber optic equipment units may be configured to support particular fiber optic connection densities and bandwidths in a given 1-U space. The fiber optic connection densities and bandwidths may be supported by one or more fiber optic components, including but not limited to fiber optic adapters and fiber optic connectors, including but not limited to simplex, duplex, and other multi-fiber fiber optic components. The fiber optic components may also be disposed in fiber optic modules, fiber optic patch panels, or other types of fiber optic equipment.|High density and bandwidth fiber optic apparatuses and related equipment and methods|B2|28|0.0|1
2144|4598755|5036381|8550642|utility|2013-10-08|An exterior rearview mirror assembly for a vehicle includes a bracket fixedly secured to the vehicle, a mirror casing secured to the bracket and defining a primary opening, and a primary mirror disposed within said primary opening for providing a view rearward of the motor vehicle through a primary field of view. The primary mirror defines a primary plane. A spotting mirror is spaced apart from the primary mirror and extends through a secondary plane different from the primary plane. A divider extends between the primary mirror and the spotting mirror to separate the primary and secondary mirrors visually.|Exterior rearview mirror assembly|B2|11|0.0|1
1531|2711232|3148858|6655180|utility|2003-12-02|An electronic lock device includes provision for setting different bolt or latch extension lengths, to accommodate different door lock situations. In addition, the bolt or latch itself preferably is interchangeable for bolts or latches of different sizes or configurations, including switching a latch for a bolt or vice versa. The bolt or latch extension can be settable via a keypad or ibutton. In the preferred embodiments the lock units include a D.C. geared micromotor, which is also included in other electronic lock units disclosed.|Locker lock with adjustable bolt|B2|4|0.0|1
3082|4524480|4962106|8476010|utility|2013-07-02|A sterile pharmaceutical composition for parenteral administration of propofol, said composition comprising propofol, optionally albumin, and less than about 10% by weight solvent for propofol, wherein said composition is stored in a container having a closure wherein said closure is inert to propofol.|Propofol formulations with non-reactive container closures|B2|70|0.0|1
9655|671294|5778363|9297116|utility|2016-03-29|A paper product of the present disclosure having at least one ply is disclosed. At least one outer surface of the web substrate has indicia comprising at least one ink comprising a wax or glycerine disposed therein and substantially affixed thereto. The indicia is defined by CIELab coordinate values disposed inside a boundary described by the MacAdam 3-D gamut and CIELab coordinate values disposed outside a boundary described by the Kien 3-D gamut. Alternatively, the indicia is defined by CIELab coordinate values disposed inside a boundary described by the MacAdam 2-D gamut and CIELab coordinate values disposed outside a boundary described by the Kien 2-D gamut. The indicia have a dot gain of less than 20%.|Web substrates having wide color gamut indicia printed thereon|B2|20|0.0|0
6661|3916010|4353636|7864919|utility|2011-01-04|A method for determining a position of a region within an ultra-hard polycrystalline body comprises directing x-rays onto the body, wherein the body includes one region that includes a target atom and another region that does not. The ultra-hard polycrystalline body can be in the form of a cutting element used with a subterranean drill bit. The x-rays penetrate the body and cause the target atom within the region including the same to emit x-ray fluorescence. The emitted x-ray fluorescence is received and the position of the second region within the body is determined therefrom. In one embodiment, the one region extends a depth from the surface, and the other region extends from one region into the body. The x-rays can be directed onto a number of different body surface portions to determine the placement position of the region comprising the target atom within the polycrystalline body.|Nondestructive method of measuring a region within an ultra-hard polycrystalline construction|B1|25|0.0|0
4271|4088430|4526056|8038052|utility|2011-10-18|The present invention provides a retractable dual-purpose file folder, including a retractable chamber with a front panel, a rear panel, a retractable bottom wall, two retractable side walls and an accommodation space. A plurality of three-sided sealed spacers is arranged at intervals into the accommodation space of the retractable chamber, the bottom of which is coupled onto the retractable bottom wall. There is a multi-section locator, including first and second locators. The first locator is arranged onto the front panel, and the second locator arranged on the rear panel. The invention includes positioning bands, each with a positioning end located securely on the front panel and a moveable end with a mating portion mated securely with the first and second locators. The retractable dual-purpose file folder can be accommodated into the brief case and placed uprightly on the table for meeting the diversified customer requirements with better applicability.|Retractable dual-purpose file folder|B2|3|0.0|0
6358|3139308|3576934|7084794|utility|2006-08-01|The present invention discloses a DAC DC offset calibration method and related apparatus. The disclosed method includes the following steps. First, apply a first value and a second value to the DAC to generate a first measurement value and a second measurement value respectively. Then, without using any predetermined parameter, determine a DC compensation value according to the first value, the second value, the first measurement value, and the second measurement value. The DC compensation value is used to calibrate the DAC.|DAC DC offset calibration method and related apparatus|B2|16|0.0|0
570|4358676|4796302|8309375|utility|2012-11-13|A method for manufacturing a light emitting device comprises: preparing a light emitting component having an active layer of a semiconductor, the active layer comprising a gallium nitride based semiconductor containing indium and being capable of emitting a blue color light; preparing a phosphor capable of absorbing a part of the blue color light emitted from the light emitting component and emitting a yellow color light, wherein selection of the phosphor is controlled based on an emission wavelength of the light emitting component; and combining the light emitting component and the phosphor so that the blue color light from the light emitting component and the yellow color light from the phosphor are mixed to make a white color light.|Light emitting device and display|B2|19|0.0|1
4992|2675718|3113344|6619561|utility|2003-09-16|in a fuel injection valve having a valve body, having a control pressure chamber that is disposed inside the valve body and is closed at one end by an actuating part, which is for an injector needle and can be moved in the control pressure chamber between a closed position and an open position, having an inlet into the control pressure chamber, and having an outlet from the control pressure chamber that is controlled by a control valve, the opening speed of the injector needle should be increased. To this end, the mouth opening of the inlet into the control pressure chamber is disposed so that it is at least partially closed by the actuating part when the actuating part moves from the closed position into the open position.|Fuel injection valve|B1|1|0.0|0
7382|744667|1182293|4675839|utility|1987-06-23| A convolver having at least a first interdigital transducer for generating a first surface acoustic wave in response to an input signal and a second interdigital transducer for generating a second surface acoustic wave counter to the first surface acoustic wave in response to a time reversed-time multiplexed reference signal. A segmented summing bus having a plurality of fingers extending into the interaction region of the first and second surface acoustic waves generates a plurality of samples indicative of the convolution of the first and second surface acoustic waves. The convolver also includes a pair of acoustic horns, one disposed between the segmented summing bus and each of the interdigital transducers and a ground bus having a plurality of filler segments extending intermediate the fingers of the segmented summing bus. |Receiver for a spread spectrum communication system having a time-multiplexed convolver|A|38|0.0|0
8518|513584|5620653|9138456|utility|2015-09-22|The present disclosure provides novel powder daptomycin formulations which have improved chemical stability and faster reconstitution times when in the solid state. Some examples of the compositions comprise daptomycin and sucrose.|Lipopeptide compositions and related methods|B2|15|0.0|1
9411|901254|6008323|9528575|utility|2016-12-27|A transmission is provided having an input member, an output member, two planetary gear sets one of which is a selectively speed reducing gear set, another two planetary gear sets that may be stacked or nested to form a planetary gear set assembly, a plurality of coupling members and a plurality of torque transmitting devices. Each of the planetary gear sets includes first, second and third members. The stacked or nested planetary gear set assembly has a carrier member for rotatably supporting a first plurality of pinion gears and a second plurality of pinion gears, a ring gear and a common gear member. The torque transmitting devices include clutches and brakes.|Multi-speed transmission having a reduction planetary gear set|B2|24|0.0|0
5005|3818104|4255730|7766643|utility|2010-08-03|An apparatus comprises a forming arrangement closable in a direction to form an object, said forming arrangement comprising at least two reciprocal movable elements along respective arched trajectories to disengage from said object, said arched trajectories having respective components parallel to said direction.|Moulding threaded articles|B2|149|0.0|0
3127|3008972|3446598|6954001|utility|2005-10-11|The semiconductor device includes a semiconductor element having an electrode formed on a surface thereof, and a metal wiring formed on the surface of the semiconductor element and electrically connected to the electrode. The metal wiring has an external electrode portion functioning as an external electrode. A thickness of the external electrode portion is greater than that of a non-electrode portion of the metal wiring, i.e., a portion of the metal wiring other than the external electrode portion.|Semiconductor device including a diffusion layer|B2|18|0.0|1
4268|4798669|6605778|D371969|design|1996-07-23||Bottle|S|1|0.0|0
692|2946831|3384457|6891633|utility|2005-05-10|An electronic assembly comprising an image transfer device for reading and transferring an image from a first medium, and a computer. The image transfer device includes a reader for reading the image on the first medium, and a display for displaying an image transfer menu for affecting transfer of the image. The computer is removably connected to the image transfer device. When the image transfer device is not connected to the computer, the image transfer device has a first type of the image transfer menu available for display on the display of the device. When the image transfer device is connected to the computer, the transfer device has a second type of the image transfer menu available for display on the display of the device. The second type of menu includes enhanced features for operating the image transfer device which transparently use the computer processor and memory to effect an image transfer according to the enhanced features.|Image transfer system|B1|26|0.0|1
8367|1059035|6166104|9687454|utility|2017-06-27|The present invention relates to products and methods for treatment of narcotic dependence in a user. The invention more particularly relates to self-supporting dosage forms which provide an active agent for treating narcotic dependence while providing sufficient buccal adhesion of the dosage form.|Sublingual and buccal film compositions|B2|14|0.0|1
7697|20161|5127230|8642012|utility|2014-02-04|The invention provides a method for determining a dose and schedule and making dose adjustments of PBA prodrugs used to treat nitrogen retention states, or ammonia accumulation disorders, by measuring urinary excretion of phenylacetylglutamine and/or total urinary nitrogen. The invention provides methods to select an appropriate dosage of a PBA prodrug based on the patient's dietary protein intake, or based on previous treatments administered to the patient. The methods are applicable to selecting or modifying a dosing regimen for a subject receiving an orally administered ammonia scavenging drug.|Methods of treatment using ammonia-scavenging drugs|B2|12|0.0|1
4427|4665720|5103346|8617900|utility|2013-12-31|Co-topo-polymeric indicator compositions and methods for making and using the same are provided. Indicator compositions of the invention include a polymer and undergo a color change, which may be reversible or irreversible, in response to an applied stimulus, e.g., temperature. Aspects of methods of producing the compositions include setting a fluid co-topo-polymeric precursor composition into a solid product and then subjecting the solid product (either immediately or after a delay period) to polymerizing conditions to produce the desired indicator composition. Also provided are indicator devices that include the indicator compositions of the invention. The compositions of the invention find use in a variety of different applications.|Co-topo-polymeric compositions, devices and systems for controlling threshold and delay activation sensitivities|B2|22|0.0|0
2414|3530587|3968213|7477919|utility|2009-01-13|A keyboard and a microphone for inputting information, a display screen and a speaker for viewing or hearing information, and a processor, all mounted to or within a housing in the form of a laptop computer or hand-held computer. A phone interface has a slot, channel, or other support member for holding the portable phone, with a phone port electrically connected to the processor. Alternative embodiments include a modem that is electrically connected to the processor and the phone port, and an adapter with a port that mates with the phone port and a port that mates with a selected phone. The phone wirelessly transmits data entered into the input components and transferred to the phone via the phone port, and wirelessly receives data to be transferred to the output components via the phone port for visual or audible output.|Handheld input/output device providing enhanced user interface for a mobile telephone|B2|22|0.0|1
10086|1237248|6942194|D708935|design|2014-07-15||Beam joint hardware|S1|1|0.0|0
4886|4326105|4763731|8276669|utility|2012-10-02|A variable flow resistance system for use in a subterranean well can include a flow chamber having an outlet and at least one structure which resists a change in a direction of flow of a fluid composition toward the outlet. The fluid composition may enter the chamber in the direction of flow which changes based on a ratio of desired fluid to undesired fluid in the fluid composition. Another variable flow resistance system can include a flow chamber through which a fluid composition flows, the chamber having an inlet, an outlet, and a structure which impedes a change from circular flow about the outlet to radial flow toward the outlet.|Variable flow resistance system with circulation inducing structure therein to variably resist flow in a subterranean well|B2|52|0.0|0
1047|4496838|4934464|8448215|utility|2013-05-21|An interactive television program guide system with digital storage is provided. The program guide gives users the ability to store information associated with recorded programs in a directory in the digital storage device thereby providing easy access to program information. The program guide may also provide a global media library for indicating the programs stored on removable storage media used with the program guide. The guide may also allow the user to manage and maintain a user media library to do the same. Non-time-sensitive data associated with recorded programs may be stored in a way that allows the user to interact with the data on playback as if the program were being originally aired. The program guide also allows the user to define “super-programs” for playback of a sequence of stored programs or program segments.|Electronic program guide with digital storage|B2|20|0.0|1
4522|1424115|1861741|5357926|utility|1994-10-25|" In order to make the use of compression release engine brakes on the internal combustion engines of vehicles more acceptable in areas (e.g., urban areas) where high levels of engine exhaust noise are undesirable, the operator of the vehicle can adjust the ""lash"" of the engine brake to reduce engine exhaust noise whenever desired. The ""lash"" of the engine brake is the ""at rest"" clearance between engine brake slave piston and the engine exhaust valve mechanism operated on by the slave piston to produce engine braking. Engine exhaust noise associated with engine braking is reduced by reducing this lash or clearance so the engine brake opens exhaust valves in the engine at lower engine cylinder pressures, thereby reducing the associated exhaust noise. Despite the reduced exhaust noise, the engine brake still provides a substantial amount of engine braking horsepower. "|Compression release engine brake with selectively reduced engine exhaust noise|A|13|0.0|0
1871|3177573|3615199|7123208|utility|2006-10-17|Antennae in which the corresponding radiative element contains at least one multilevel structure formed by a set of similar geometric elements (polygons or polyhedrons) electromagnetically coupled and grouped such that in the structure of the antenna can be identified each of the basic component elements. The design is such that it provides two important advantages: the antenna may operate simultaneously in several frequencies, and/or its size can be substantially reduced. Thus, a multiband radioelectric behaviour is achieved, that is, a similar behavior for different frequency bands.|Multilevel antennae|B2|117|0.0|1
1730|3499177|3936803|7446352|utility|2008-11-04|A semiconductor device includes a substrate and a number of diffusion regions defined within the substrate. The diffusion regions are separated from each other by a non-active region of the substrate. The semiconductor device includes a number of linear gate electrode tracks defined to extend over the substrate in a single common direction. Each linear gate electrode track is defined by one or more linear gate electrode segments. Each linear gate electrode track that extends over both a diffusion region and a non-active region of the substrate is defined to minimize a separation distance between ends of adjacent linear gate electrode segments within the linear gate electrode track, while ensuring adequate electrical isolation between the adjacent linear gate electrode segments.|Dynamic array architecture|B2|31|0.0|1
3774|4075326|4512952|8024901|utility|2011-09-27|A movable reconfigurable wall system having at least one module having a front and rear surface, the at least one module having: vertical end frames disposed at least at its side edges, each the vertical end frame having a vertically extending flange directed toward the front surface and a vertically extending flange directed toward the rear surface; a plurality of horizontal stringers affixed between the pair of vertical end frames; and an aesthetic surface affixed to the stringers; and a removable connecting strip, the connecting strip adapted to affix about one of the two flanges on one of the vertical end frames and join the one of the two flanges to a corresponding flange on one of a second module, a wall bracket, a finishing trim or a connection post.|Integrated reconfigurable wall system|B2|25|0.0|1
9527|365169|5472238|8989013|utility|2015-03-24|A radio station, a radio terminal, and a method for synchronization timer control are provided that can reduce a delay as much as possible until uplink signal resynchronization is done in a case where a plurality of cell groups exist. In a radio communication system having a function of using a plurality of radio resources corresponding to a plurality of cells, respectively, for communication between a radio station (10) and a radio terminal (20), the radio terminal is provided with a plurality of synchronization timers for determining whether or not uplink signals in individual cell groups are in synchronization, wherein the synchronization timers are provided respectively for the plurality of cell groups each including at least one cell, and at the radio terminal (20), uplink-signal transmission on the cells included in a second cell group is controlled depending on a state of a first synchronization timer provided correspondingly for a first cell group including a specific cell and on a state of a second synchronization timer provided correspondingly for the second cell group other than the first cell group, wherein the first synchronization timer and the second synchronization timer are controlled independently.|Radio station, radio terminal, and synchronization timer control method in radio communication system|B2|27|0.0|0
8494|449403|5556472|9073843|utility|2015-07-07|A process for producing acetic acid by: a reaction step for continuously allowing methanol to react with carbon monoxide in the presence of a catalyst system comprising a metal catalyst, an ionic iodide, and methyl iodide in a carbonylation reactor, a flash distillation step for continuously feeding a flasher with a reaction mixture from the reactor and evaporating a volatile component at least containing product acetic acid, methyl acetate, and methyl iodide by flash distillation to separate the volatile component and a liquid catalyst mixture at least containing the metal catalyst and the ionic iodide, and an acetic acid collection step for separating a stream containing acetic acid from the volatile component to collect acetic acid; wherein, in the flash distillation step, the flash distillation is conducted under the condition that the concentration of methyl acetate in the liquid catalyst mixture is not less than 0.6% by weight.|Process for producing acetic acid|B2|13|0.0|1
7039|2037117|2474743|5978950|utility|1999-11-02| A polynomial evaluator evaluates a polynomial P(X) and a differential polynomial P'(X) iteratively, by substituting X with .alpha..sup.-(N-j) in a jth iteration, to thereby provide P(.alpha..sup.-(N-j)) and P'(.alpha..sup.-(N-j)), wherein the evaluator has: an initialization block for generating T initial evaluating terms; a term updating block for updating T evaluating terms for each iteration, to thereby provide a jth set of T evaluating terms in the jth iteration; a multiplexor for selectively providing the T initial evaluating terms or the jth set of T evaluating terms; an addition block for determining a sum of the T evaluating terms of the jth set, to thereby provide a jth sum; an adder for adding a 0th coefficient of P(X) to the jth sum, to thereby provide P(.alpha..sup.-(N-j)); a multiplexor for selecting odd evaluating terms among the jth set of evaluating terms; a multiplier for multiplying a jth modification term to each of the odd evaluating term, to thereby provide a jth group of differential evaluating terms; and an addition block for determining a sum of the differential evaluating terms of the jth group in the jth iteration, to thereby provide P'(.alpha..sup.-(N-j)). |Polynomial evaluator for use in a reed-solomon decoder|A|19|0.0|0
7778|124741|5231810|8747116|utility|2014-06-10|A real-time virtual reality welding system including a programmable processor-based subsystem, a spatial tracker operatively connected to the programmable processor-based subsystem, at least one mock welding tool capable of being spatially tracked by the spatial tracker, and at least one display device operatively connected to the programmable processor-based subsystem. The system is capable of simulating, in virtual reality space, a weld puddle having real-time molten metal fluidity and heat dissipation characteristics. The system is further capable of displaying the simulated weld puddle on the display device in real-time.|System and method providing arc welding training in a real-time simulated virtual reality environment using real-time weld puddle feedback|B2|44|0.0|1
5557|2658478|3096104|6602260|utility|2003-08-05|A medical screwdriver for inserting a medical screw connected to a suture into a bone. The screwdriver includes a shaft adapted to hold a medical screw at its distal end, a motor adapted to rotate the shaft, and a suture-receiving channel leading from the distal end of the shaft to a point distanced from the distal end of the shaft by at least 50% of the length of the shaft.|Powered bone screw device|B2|13|0.0|0
10049|411706|5518775|9035887|utility|2015-05-19|Methods and apparatuses are provided for navigating an electronic document. In one implementation, a method includes executing a command associated with a region selected by a tap gesture. In another implementation, a method includes displaying a slider on a slide bar including an expanded part corresponding to a section of the electronic document. The expanded part is disproportionately larger than other parts of the slide bar corresponding to other sections of the electronic document. Methods and apparatuses are provided for activating an element of an electronic document. In one implementation, a method includes activating the element selected by a touch gesture. Methods and apparatuses are provided for controlling a perceived brightness of an electronic document. In one implementation, a method includes displaying a partially opaque graphical object in front of the electronic document. The perceived brightness of the electronic document being based on an opacity of the graphical object.|Interactive user interface|B1|26|0.0|0
3480|4398448|4836074|8349321|utility|2013-01-08|A stable aqueous pharmaceutical formulation comprising a therapeutically effective amount of an antibody, polysorbate 80, a buffer which inhibits polysorbate oxidation is described along with methods of making the preparation. Also described are formulations with high antibody concentrations which maintain fixed volumes and which may be used on patients of variable weight.|Immunoglobulin formulation and method of preparation thereof|B2|4|0.0|1
5391|1582179|2019805|5517402|utility|1996-05-14| An inverter circuit including an inverter driving circuit and a plurality of pairs of switching elements coupled to a DC power source. The inverter driving circuit includes first and second gate driving circuits. The first gate driving circuit with a pulse transformer is coupled to a first switching element of each pair of switching elements, the latter of which is coupled to the positive side of the DC power source. The second gate driving circuit uses a non-induction control device, and is coupled to a second switching element of each pair of switching elements, the latter of which is coupled to the negative side of the DC power source. The total number of power sources required for the inverter driving circuit can be greatly decreased by using first gate driving circuits requiring no power source, as compared with that of a conventional inverter driving circuit constituted only by second gate driving circuits. A faster response speed for preventing damage to switching elements can be achieved by using second gate driving circuits having a fast response speed, as compared with that of a conventional inverter driving circuit constituted only by first gate driving circuits. Further, even if chopping is conducted, a high inverter efficiency can be obtained. |Inverter circuit with an improved inverter driving circuit|A|10|0.0|0
9354|692938|5800007|9318900|utility|2016-04-19|A power management system capable of outputting AC voltages includes a plurality of power units, at least a first diode, a first polarity switch unit and a control unit. The power units are electrically connected to form a power unit string. Each power unit includes a battery module and a first switch device connected in serial. One end of the first diode is connected to one of the power units, and the other end thereof is connected to a first common node to form a discharge path. The first polarity switch unit is electrically connected to the first common node and the power unit string, and outputs a first operating voltage. The control unit is electrically connected to the first switch device and the first polarity switch unit to turn on/off the first switch device and control the output polarity of the first polarity switch unit.|Power management system|B2|14|0.0|0
8638|13095|5120164|8634909|utility|2014-01-21|A magnetic arrangement is described for an implantable system for a recipient patient. A planar coil housing contains a signal coil for transcutaneous communication of an implant communication signal. A first attachment magnet is located within the plane of the coil housing and rotatable therein, and has a magnetic dipole parallel to the plane of the coil housing for transcutaneous magnetic interaction with a corresponding second attachment magnet.|MRI-safe disc magnet for implants|B2|20|0.0|1
8015|720069|5827138|9346203|utility|2016-05-24|Embodiments of golf club heads and methods to manufacture golf club heads are generally described herein. In one example, a method may include forming a golf club head having a body portion with a toe portion, a heel portion, a top portion, a sole portion, a back portion, and a front portion with a lace portion. The method may form an interior cavity. Other examples and embodiments may be described and claimed.|Golf club heads and methods to manufacture golf club heads|B2|20|0.0|1
4731|738434|1176060|4669592|utility|1987-06-02| A torsional damper device comprises two coaxial parts disposed to rotate relative to one another within defined limits of relative angular movement. One comprises a hub flange and the other two guide rings disposed one on each side of the hub flange. Spacers fasten together the guide rings and elastic means are disposed circumferentially between the coaxial parts, housed in openings in circumferential series in the hub flange and in each guide ring. At least one of the guide rings features U-shaped peripheral stamped portions each associated with one opening, being radially aligned with the respective opening outwardly thereof. A circumferential strip separates each stamped portion and the corresponding opening. |Torsional damper device|A|10|0.0|0
3217|4557063|4994689|8508751|utility|2013-08-13|Disclosed is a method of acquiring an image of a target to provide an output video image that has a plurality of frame images. The method includes the steps of receiving a series of frame images from a video camera, using a processor to manipulate the series of frame images, which includes determining a reference resolution for providing output frame images, and displaying and/or storing the manipulated series of frame images as the output video image without changing a resolution of the output frame images. Also disclosed is a document imaging apparatus that includes a digital imaging unit. The document imaging apparatus also includes a processor that is coupled to the digital imaging unit and that is configured to cause the digital imaging unit to zoom in or zoom out in real-time while maintaining a resolution value of stored images constant.|Capturing real-time video with zooming capability and scanning high resolution still images of documents using the same apparatus|B1|20|0.0|1
8501|1042797|6149866|9671097|utility|2017-06-06|A reinforced wire for decorative lighting, the wire defining a central longitudinal wire axis and including: a longitudinally-extending reinforcing strand, the reinforcing strand comprising one or more fibers comprising a polymer material and defining a reinforcing-strand axis; a plurality of conductor strands wound about the reinforcing strand, each of the plurality of conductor strands defining a conductor strand axis; and an outer insulating layer adjacent to, and covering, one or more of the conductor strands. The reinforcing strand in cross section normal to the wire axis defines an asymmetrical shape.|Decorative lighting with reinforced wiring|B2|30|0.0|1
8259|1152485|6259554|9781558|utility|2017-10-03|A system and method for providing communication with a tracking device are disclosed. An example tracking device includes a location detector, a communication device, memory, a processor, and a configuration routine. The location detector is operative to determine locations of the tracking device. The communication device is operative to communicate with a remote system. The memory stores data and code, the data including location data determined by the location detector and configuration data. The processor is operative to execute the code to impart functionality to the tracking device. The functionality of the tracking device depends at least in part on the configuration data. The configuration routine is operative to modify the configuration data responsive to communications from the remote system. Thus, functional access to the tracking device is provided to the remote system.|System and method for communication with a tracking device|B2|51|0.0|1
958|4376245|4813871|8327011|utility|2012-12-04|Streaming media, such as audio or video files, is sent via the Internet. The media are immediately played on a user's computer. Audio/video data is transmitted from the server more rapidly than it is played out by the user system. The audio/video data in the user buffer accumulates; and interruptions in playback as well as temporary modem delays are avoided.|Streaming media buffering system|B2|4|0.0|1
2155|2394946|2832572|6337758|utility|2002-01-08|The invention relates to a method of processing an electrochemical device having at least one carrier substrate (1) provided with a stack (2) of functional layers, including at least one electrochemically active layer (4) which is capable of reversibly and simultaneously inserting ions and electrons and is arranged between two electroconductive layers, in particular a device of the electrochromic type. The processing consists in locally inhibiting the functionality of at least one of the functional layers, with the exception of one of the electroconductive layers (3, 8), so as to delimit an inactive peripheral region in the stack (2).|Method for treating an electrochemical device|B1|20|0.0|1
2316|2491488|2929114|6434687|utility|2002-08-13|A system and method for accelerating web site access and processing utilizing a multiprocessor computer system incorporating reconfigurable and standard microprocessors as the web site server. One or more reconfigurable processors may be utilized, for example, in accelerating site visitor demographic data processing, real time web site content updating, database searches and other processing associated with e-commerce applications. In a particular embodiment disclosed, all of the reconfigurable and standard microprocessors may be controlled by a single system image of the operating system, although cluster management software may be utilized to cause a cluster of microprocessors to appear to the user as a single copy of the operating system.|System and method for accelerating web site access and processing utilizing a computer system incorporating reconfigurable processors operating under a single operating system image|B1|25|0.0|1
6473|776342|1213968|4707573|utility|1987-11-17| An electrical conductor array particularly for use in a pressure pad is described. The pressure pad comprises two electrical conductors arrays (3,5) of substantially parallel electrical conductors which are superposed and biased towards a spaced apart position with the conductors of one array transverse to the conductors of the other. One of the arrays (5) is responsive to applied pressure on the array to deflect against the bias towards the other array (3). At least one of the arrays (3,5) comprises a number of blocks of substantially parallel first conductors (12), the first conductors of each block being electrically connected to respective first common conductors (13); and, between pairs of first conductors (12) of each block, a respective second conductor (14), corresponding second conductors (14) from each block being electrically connected to a respective second common conductor (15). |Electrical conductor array|A|13|0.0|0
